id,country_code,framework_code,version,control_number,domain,title_en,title_ar,requirement_en,requirement_ar,control_type,maturity_level,priority,is_mandatory,evidence_types,status
16,ARE,UAE-IAR,2.0,5.2,Operations Management,Operations Management - Control 2,Operations Management - ضابط 2,The organization shall implement operations management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Operations Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
17,ARE,UAE-IAR,2.0,6.2,Communications Security,Communications Security - Control 2,Communications Security - ضابط 2,The organization shall implement communications security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Communications Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
18,ARE,UAE-IAR,2.0,7.2,Access Control,Access Control - Control 2,Access Control - ضابط 2,The organization shall implement access control controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
19,ARE,UAE-IAR,2.0,8.2,Information Systems,Information Systems - Control 2,Information Systems - ضابط 2,The organization shall implement information systems controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Systems لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
20,ARE,UAE-IAR,2.0,9.2,Third Party,Third Party - Control 2,Third Party - ضابط 2,The organization shall implement third party controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Third Party لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
21,ARE,UAE-IAR,2.0,10.2,Information Security Incident Management,Information Security Incident Management - Control 2,Information Security Incident Management - ضابط 2,The organization shall implement information security incident management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Incident Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
22,ARE,UAE-IAR,2.0,11.2,Compliance,Compliance - Control 2,Compliance - ضابط 2,The organization shall implement compliance controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
23,ARE,UAE-IAR,2.0,1.3,Strategy & Planning,Strategy & Planning - Control 3,Strategy & Planning - ضابط 3,The organization shall implement strategy & planning controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Strategy & Planning لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
24,ARE,UAE-IAR,2.0,2.3,Information Security Management,Information Security Management - Control 3,Information Security Management - ضابط 3,The organization shall implement information security management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
25,ARE,UAE-IAR,2.0,3.3,Asset Management,Asset Management - Control 3,Asset Management - ضابط 3,The organization shall implement asset management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
26,ARE,UAE-IAR,2.0,4.3,Physical Security,Physical Security - Control 3,Physical Security - ضابط 3,The organization shall implement physical security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
27,ARE,UAE-IAR,2.0,5.3,Operations Management,Operations Management - Control 3,Operations Management - ضابط 3,The organization shall implement operations management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Operations Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
28,ARE,UAE-IAR,2.0,6.3,Communications Security,Communications Security - Control 3,Communications Security - ضابط 3,The organization shall implement communications security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Communications Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
29,ARE,UAE-IAR,2.0,7.3,Access Control,Access Control - Control 3,Access Control - ضابط 3,The organization shall implement access control controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
30,ARE,UAE-IAR,2.0,8.3,Information Systems,Information Systems - Control 3,Information Systems - ضابط 3,The organization shall implement information systems controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Systems لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
31,ARE,UAE-IAR,2.0,9.3,Third Party,Third Party - Control 3,Third Party - ضابط 3,The organization shall implement third party controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Third Party لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
32,ARE,UAE-IAR,2.0,10.3,Information Security Incident Management,Information Security Incident Management - Control 3,Information Security Incident Management - ضابط 3,The organization shall implement information security incident management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Incident Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
33,ARE,UAE-IAR,2.0,11.3,Compliance,Compliance - Control 3,Compliance - ضابط 3,The organization shall implement compliance controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
34,ARE,UAE-IAR,2.0,1.4,Strategy & Planning,Strategy & Planning - Control 4,Strategy & Planning - ضابط 4,The organization shall implement strategy & planning controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Strategy & Planning لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
35,ARE,UAE-IAR,2.0,2.4,Information Security Management,Information Security Management - Control 4,Information Security Management - ضابط 4,The organization shall implement information security management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
36,ARE,UAE-IAR,2.0,3.4,Asset Management,Asset Management - Control 4,Asset Management - ضابط 4,The organization shall implement asset management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
37,ARE,UAE-IAR,2.0,4.4,Physical Security,Physical Security - Control 4,Physical Security - ضابط 4,The organization shall implement physical security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
38,ARE,UAE-IAR,2.0,5.4,Operations Management,Operations Management - Control 4,Operations Management - ضابط 4,The organization shall implement operations management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Operations Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
39,ARE,UAE-IAR,2.0,6.4,Communications Security,Communications Security - Control 4,Communications Security - ضابط 4,The organization shall implement communications security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Communications Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
40,ARE,UAE-IAR,2.0,7.4,Access Control,Access Control - Control 4,Access Control - ضابط 4,The organization shall implement access control controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
41,ARE,UAE-IAR,2.0,8.4,Information Systems,Information Systems - Control 4,Information Systems - ضابط 4,The organization shall implement information systems controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Systems لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
42,ARE,UAE-IAR,2.0,9.4,Third Party,Third Party - Control 4,Third Party - ضابط 4,The organization shall implement third party controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Third Party لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
43,ARE,UAE-IAR,2.0,10.4,Information Security Incident Management,Information Security Incident Management - Control 4,Information Security Incident Management - ضابط 4,The organization shall implement information security incident management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Incident Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
44,ARE,UAE-IAR,2.0,11.4,Compliance,Compliance - Control 4,Compliance - ضابط 4,The organization shall implement compliance controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
45,ARE,UAE-IAR,2.0,1.5,Strategy & Planning,Strategy & Planning - Control 5,Strategy & Planning - ضابط 5,The organization shall implement strategy & planning controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Strategy & Planning لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
46,ARE,UAE-IAR,2.0,2.5,Information Security Management,Information Security Management - Control 5,Information Security Management - ضابط 5,The organization shall implement information security management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
47,ARE,UAE-IAR,2.0,3.5,Asset Management,Asset Management - Control 5,Asset Management - ضابط 5,The organization shall implement asset management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
48,ARE,UAE-IAR,2.0,4.5,Physical Security,Physical Security - Control 5,Physical Security - ضابط 5,The organization shall implement physical security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
49,ARE,UAE-IAR,2.0,5.5,Operations Management,Operations Management - Control 5,Operations Management - ضابط 5,The organization shall implement operations management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Operations Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
50,ARE,UAE-IAR,2.0,6.5,Communications Security,Communications Security - Control 5,Communications Security - ضابط 5,The organization shall implement communications security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Communications Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
51,ARE,UAE-IAR,2.0,7.5,Access Control,Access Control - Control 5,Access Control - ضابط 5,The organization shall implement access control controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
52,ARE,UAE-IAR,2.0,8.5,Information Systems,Information Systems - Control 5,Information Systems - ضابط 5,The organization shall implement information systems controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Systems لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
53,ARE,UAE-IAR,2.0,9.5,Third Party,Third Party - Control 5,Third Party - ضابط 5,The organization shall implement third party controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Third Party لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
54,ARE,UAE-IAR,2.0,10.5,Information Security Incident Management,Information Security Incident Management - Control 5,Information Security Incident Management - ضابط 5,The organization shall implement information security incident management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Incident Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
55,ARE,UAE-IAR,2.0,11.5,Compliance,Compliance - Control 5,Compliance - ضابط 5,The organization shall implement compliance controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
56,ARE,UAE-IAR,2.0,1.6,Strategy & Planning,Strategy & Planning - Control 6,Strategy & Planning - ضابط 6,The organization shall implement strategy & planning controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Strategy & Planning لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
57,ARE,UAE-IAR,2.0,2.6,Information Security Management,Information Security Management - Control 6,Information Security Management - ضابط 6,The organization shall implement information security management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
58,ARE,UAE-IAR,2.0,3.6,Asset Management,Asset Management - Control 6,Asset Management - ضابط 6,The organization shall implement asset management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
59,ARE,UAE-IAR,2.0,4.6,Physical Security,Physical Security - Control 6,Physical Security - ضابط 6,The organization shall implement physical security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,3,medium,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
60,ARE,UAE-IAR,2.0,5.6,Operations Management,Operations Management - Control 6,Operations Management - ضابط 6,The organization shall implement operations management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Operations Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,4,low,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
61,ARE,UAE-IAR,2.0,6.6,Communications Security,Communications Security - Control 6,Communications Security - ضابط 6,The organization shall implement communications security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Communications Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,1,critical,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
62,ARE,UAE-IAR,2.0,7.6,Access Control,Access Control - Control 6,Access Control - ضابط 6,The organization shall implement access control controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,2,high,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
63,ARE,UAE-IAR,2.0,8.6,Information Systems,Information Systems - Control 6,Information Systems - ضابط 6,The organization shall implement information systems controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Systems لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,3,medium,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
64,ARE,UAE-IAR,2.0,9.6,Third Party,Third Party - Control 6,Third Party - ضابط 6,The organization shall implement third party controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Third Party لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,4,low,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
65,ARE,UAE-IAR,2.0,10.6,Information Security Incident Management,Information Security Incident Management - Control 6,Information Security Incident Management - ضابط 6,The organization shall implement information security incident management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Incident Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,1,critical,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
66,ARE,UAE-IAR,2.0,11.6,Compliance,Compliance - Control 6,Compliance - ضابط 6,The organization shall implement compliance controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,2,high,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
67,ARE,UAE-IAR,2.0,1.7,Strategy & Planning,Strategy & Planning - Control 7,Strategy & Planning - ضابط 7,The organization shall implement strategy & planning controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Strategy & Planning لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,3,medium,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
68,ARE,UAE-IAR,2.0,2.7,Information Security Management,Information Security Management - Control 7,Information Security Management - ضابط 7,The organization shall implement information security management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Information Security Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,detective,4,low,True,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
69,ARE,UAE-IAR,2.0,3.7,Asset Management,Asset Management - Control 7,Asset Management - ضابط 7,The organization shall implement asset management controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Asset Management لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,corrective,1,critical,True,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
70,ARE,UAE-IAR,2.0,4.7,Physical Security,Physical Security - Control 7,Physical Security - ضابط 7,The organization shall implement physical security controls to ensure compliance with Information Assurance Regulation requirements.,يجب على المنظمة تطبيق ضوابط Physical Security لضمان الامتثال لمتطلبات لائحة ضمان المعلومات,preventive,2,high,True,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
