id,country_code,framework_code,version,control_number,domain,title_en,title_ar,requirement_en,requirement_ar,control_type,maturity_level,priority,is_mandatory,evidence_types,status
19,USA,USA-NIST-CSF,2.0,1.4,Govern,Govern - Control 4,Govern - ضابط 4,The organization shall implement govern controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Govern لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,3,medium,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
20,USA,USA-NIST-CSF,2.0,2.4,Identify,Identify - Control 4,Identify - ضابط 4,The organization shall implement identify controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Identify لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,4,low,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
21,USA,USA-NIST-CSF,2.0,3.4,Protect,Protect - Control 4,Protect - ضابط 4,The organization shall implement protect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Protect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,1,critical,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
22,USA,USA-NIST-CSF,2.0,4.4,Detect,Detect - Control 4,Detect - ضابط 4,The organization shall implement detect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Detect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,2,high,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
23,USA,USA-NIST-CSF,2.0,5.4,Respond,Respond - Control 4,Respond - ضابط 4,The organization shall implement respond controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Respond لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,3,medium,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
24,USA,USA-NIST-CSF,2.0,6.4,Recover,Recover - Control 4,Recover - ضابط 4,The organization shall implement recover controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Recover لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,4,low,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
25,USA,USA-NIST-CSF,2.0,1.5,Govern,Govern - Control 5,Govern - ضابط 5,The organization shall implement govern controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Govern لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,1,critical,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
26,USA,USA-NIST-CSF,2.0,2.5,Identify,Identify - Control 5,Identify - ضابط 5,The organization shall implement identify controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Identify لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,2,high,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
27,USA,USA-NIST-CSF,2.0,3.5,Protect,Protect - Control 5,Protect - ضابط 5,The organization shall implement protect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Protect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,3,medium,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
28,USA,USA-NIST-CSF,2.0,4.5,Detect,Detect - Control 5,Detect - ضابط 5,The organization shall implement detect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Detect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,4,low,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
29,USA,USA-NIST-CSF,2.0,5.5,Respond,Respond - Control 5,Respond - ضابط 5,The organization shall implement respond controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Respond لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,1,critical,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
30,USA,USA-NIST-CSF,2.0,6.5,Recover,Recover - Control 5,Recover - ضابط 5,The organization shall implement recover controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Recover لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,2,high,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
31,USA,USA-NIST-CSF,2.0,1.6,Govern,Govern - Control 6,Govern - ضابط 6,The organization shall implement govern controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Govern لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,3,medium,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
32,USA,USA-NIST-CSF,2.0,2.6,Identify,Identify - Control 6,Identify - ضابط 6,The organization shall implement identify controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Identify لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,4,low,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
33,USA,USA-NIST-CSF,2.0,3.6,Protect,Protect - Control 6,Protect - ضابط 6,The organization shall implement protect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Protect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,1,critical,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
34,USA,USA-NIST-CSF,2.0,4.6,Detect,Detect - Control 6,Detect - ضابط 6,The organization shall implement detect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Detect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,2,high,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
35,USA,USA-NIST-CSF,2.0,5.6,Respond,Respond - Control 6,Respond - ضابط 6,The organization shall implement respond controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Respond لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,3,medium,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
36,USA,USA-NIST-CSF,2.0,6.6,Recover,Recover - Control 6,Recover - ضابط 6,The organization shall implement recover controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Recover لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,4,low,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
37,USA,USA-NIST-CSF,2.0,1.7,Govern,Govern - Control 7,Govern - ضابط 7,The organization shall implement govern controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Govern لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,1,critical,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
38,USA,USA-NIST-CSF,2.0,2.7,Identify,Identify - Control 7,Identify - ضابط 7,The organization shall implement identify controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Identify لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,2,high,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
39,USA,USA-NIST-CSF,2.0,3.7,Protect,Protect - Control 7,Protect - ضابط 7,The organization shall implement protect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Protect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,3,medium,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
40,USA,USA-NIST-CSF,2.0,4.7,Detect,Detect - Control 7,Detect - ضابط 7,The organization shall implement detect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Detect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,4,low,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
41,USA,USA-NIST-CSF,2.0,5.7,Respond,Respond - Control 7,Respond - ضابط 7,The organization shall implement respond controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Respond لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,1,critical,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
42,USA,USA-NIST-CSF,2.0,6.7,Recover,Recover - Control 7,Recover - ضابط 7,The organization shall implement recover controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Recover لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,2,high,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
43,USA,USA-NIST-CSF,2.0,1.8,Govern,Govern - Control 8,Govern - ضابط 8,The organization shall implement govern controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Govern لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,3,medium,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
44,USA,USA-NIST-CSF,2.0,2.8,Identify,Identify - Control 8,Identify - ضابط 8,The organization shall implement identify controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Identify لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,4,low,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
45,USA,USA-NIST-CSF,2.0,3.8,Protect,Protect - Control 8,Protect - ضابط 8,The organization shall implement protect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Protect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,1,critical,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
46,USA,USA-NIST-CSF,2.0,4.8,Detect,Detect - Control 8,Detect - ضابط 8,The organization shall implement detect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Detect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,2,high,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
47,USA,USA-NIST-CSF,2.0,5.8,Respond,Respond - Control 8,Respond - ضابط 8,The organization shall implement respond controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Respond لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,3,medium,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
48,USA,USA-NIST-CSF,2.0,6.8,Recover,Recover - Control 8,Recover - ضابط 8,The organization shall implement recover controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Recover لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,4,low,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
49,USA,USA-NIST-CSF,2.0,1.9,Govern,Govern - Control 9,Govern - ضابط 9,The organization shall implement govern controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Govern لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,1,critical,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
50,USA,USA-NIST-CSF,2.0,2.9,Identify,Identify - Control 9,Identify - ضابط 9,The organization shall implement identify controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Identify لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,2,high,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
51,USA,USA-NIST-CSF,2.0,3.9,Protect,Protect - Control 9,Protect - ضابط 9,The organization shall implement protect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Protect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,3,medium,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
52,USA,USA-NIST-CSF,2.0,4.9,Detect,Detect - Control 9,Detect - ضابط 9,The organization shall implement detect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Detect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,4,low,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
53,USA,USA-NIST-CSF,2.0,5.9,Respond,Respond - Control 9,Respond - ضابط 9,The organization shall implement respond controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Respond لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,1,critical,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
54,USA,USA-NIST-CSF,2.0,6.9,Recover,Recover - Control 9,Recover - ضابط 9,The organization shall implement recover controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Recover لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,2,high,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
55,USA,USA-NIST-CSF,2.0,1.10,Govern,Govern - Control 10,Govern - ضابط 10,The organization shall implement govern controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Govern لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,3,medium,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
56,USA,USA-NIST-CSF,2.0,2.10,Identify,Identify - Control 10,Identify - ضابط 10,The organization shall implement identify controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Identify لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,4,low,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
57,USA,USA-NIST-CSF,2.0,3.10,Protect,Protect - Control 10,Protect - ضابط 10,The organization shall implement protect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Protect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,1,critical,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
58,USA,USA-NIST-CSF,2.0,4.10,Detect,Detect - Control 10,Detect - ضابط 10,The organization shall implement detect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Detect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,2,high,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
59,USA,USA-NIST-CSF,2.0,5.10,Respond,Respond - Control 10,Respond - ضابط 10,The organization shall implement respond controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Respond لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,3,medium,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
60,USA,USA-NIST-CSF,2.0,6.10,Recover,Recover - Control 10,Recover - ضابط 10,The organization shall implement recover controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Recover لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,4,low,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
61,USA,USA-NIST-CSF,2.0,1.11,Govern,Govern - Control 11,Govern - ضابط 11,The organization shall implement govern controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Govern لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,1,critical,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
62,USA,USA-NIST-CSF,2.0,2.11,Identify,Identify - Control 11,Identify - ضابط 11,The organization shall implement identify controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Identify لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,2,high,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
63,USA,USA-NIST-CSF,2.0,3.11,Protect,Protect - Control 11,Protect - ضابط 11,The organization shall implement protect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Protect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,3,medium,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
64,USA,USA-NIST-CSF,2.0,4.11,Detect,Detect - Control 11,Detect - ضابط 11,The organization shall implement detect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Detect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,4,low,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
65,USA,USA-NIST-CSF,2.0,5.11,Respond,Respond - Control 11,Respond - ضابط 11,The organization shall implement respond controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Respond لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,1,critical,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
66,USA,USA-NIST-CSF,2.0,6.11,Recover,Recover - Control 11,Recover - ضابط 11,The organization shall implement recover controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Recover لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,2,high,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
67,USA,USA-NIST-CSF,2.0,1.12,Govern,Govern - Control 12,Govern - ضابط 12,The organization shall implement govern controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Govern لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,3,medium,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
68,USA,USA-NIST-CSF,2.0,2.12,Identify,Identify - Control 12,Identify - ضابط 12,The organization shall implement identify controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Identify لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,detective,4,low,False,LOG|REPORT|SCAN_REPORT|AUDIT_REPORT|ACCESS_REVIEW,active
69,USA,USA-NIST-CSF,2.0,3.12,Protect,Protect - Control 12,Protect - ضابط 12,The organization shall implement protect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Protect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,corrective,1,critical,False,INCIDENT_REPORT|MEETING_MINUTES|ATTESTATION|RISK_ASSESSMENT,active
70,USA,USA-NIST-CSF,2.0,4.12,Detect,Detect - Control 12,Detect - ضابط 12,The organization shall implement detect controls to ensure compliance with NIST Cybersecurity Framework 2.0 requirements.,يجب على المنظمة تطبيق ضوابط Detect لضمان الامتثال لمتطلبات إطار الأمن السيبراني NIST,preventive,2,high,False,POLICY|PROCEDURE|STANDARD|CONFIG|TRAINING_RECORD,active
