governance-ai	Governance Module/governance-ai/module.manifest.json	product-shahin-ai	shahin-ai	governance_ai_signals,governance_ai_interpretations,governance_ai_escalations,governance_ai_recommendations,governance_ai_narratives,governance_ai_pipeline_runs,governance_ai_health_snapshots,governance_ai_score_explanations,governance_ai_feedback,governance_ai_audit_log	identity,tenancy,workflow,permissions,audit
incident	Incident Module/module.manifest.json	product-shahin-ai	shahin-ai	incident_assets,incident_audit_log,incident_evidence,incident_impacts,incident_lessons_learned,incident_notifications_log,incident_pir,incident_policies,incident_recurring_patterns,incident_classifications,incident_containment_actions,incident_escalations,incident_response_plans,incident_stakeholders,incident_timeline_entries,incident_root_cause_analysis,incident_categories,incident_severity_matrix,incident_regulatory_reports,incident_near_misses	identity,tenancy,workflow,permissions,audit
mcp	MCP Module/module.manifest.json	product-shahin-ai	shahin-ai	mcp_servers,mcp_tools,mcp_resources,mcp_prompts,mcp_sessions,mcp_tool_invocations,mcp_audit_log	identity,tenancy
training	Training Module/module.manifest.json	product-shahin-ai	shahin-ai	training_campaigns,training_assignments,training_completions,training_content,training_courses,training_certificates,training_quiz_results,training_reminders,training_requirements,training_schedules,training_topics,training_audit_log	identity,tenancy,workflow,permissions,audit
risk	Risk Module/module.manifest.json	product-shahin-ai	shahin-ai	risks,risk_assessments,risk_categories,risk_treatments,risk_appetite,risk_registers,risk_scenarios,risk_indicators,risk_heat_maps	identity,tenancy,workflow,permissions,audit
remediation	Remediation Module/module.manifest.json	product-shahin-ai	shahin-ai	remediation_actions,remediation_audit_log,remediation_evidence_links,remediation_milestones,remediation_plans,remediation_progress,remediation_source_links,remediation_status_history,remediation_teams,remediation_templates,remediation_verification_results	identity,tenancy,workflow,permissions,audit
policy	Policy Module/module.manifest.json	product-shahin-ai	shahin-ai	policy_categories,policy_control_links,policy_dashboard_cache,policy_decision_log,policy_delivery_records,policy_drift_events,policy_drift_snapshots,policy_exception_approvals,policy_exception_requests,policy_assessment_history,policy_rule,policy_scope_rules,policy_acknowledgements,policy_review_cycles,policy_versions,policy_change_requests,policy_impact_assessments,policy_templates,policy_distribution_lists,policy_compliance_mappings,policy_hierarchy,policy_effectiveness_metrics,policy_attestation_records,policy_gap_analysis,policy_remediation_plans,policy_audit_log,policy_notifications	identity,tenancy,workflow,permissions,audit
local-knowledge	knowledge Module/module.manifest.json	product-shahin-ai	shahin-ai	local_knowledge_documents,local_knowledge_chunks,local_knowledge_embeddings,local_knowledge_sources,local_knowledge_access_log	identity,tenancy
knowledge	knowledge Module/knowledge/module.manifest.json	product-shahin-ai	shahin-ai	knowledge_articles,knowledge_categories,knowledge_tags,knowledge_article_tags,knowledge_links	identity,tenancy
agrc-engine	AGRC-engine Module/module.manifest.json	product-shahin-ai	shahin-ai	agrc_engine_runs,agrc_engine_results,agrc_engine_config	identity,tenancy
privacy	Privacy Module/module.manifest.json	product-shahin-ai	shahin-ai	privacy_dsrs,privacy_pia,privacy_consent_records,privacy_data_maps,privacy_breach_records,privacy_transfer_impact	identity,tenancy,workflow,permissions,audit
inbox	Inbox Module/module.manifest.json	product-shahin-ai	shahin-ai	inbox_messages,inbox_threads,inbox_templates,inbox_read_receipts,inbox_broadcasts,inbox_preferences	identity,tenancy
notification	Notification Module/module.manifest.json	product-shahin-ai	shahin-ai	notification_channels,notification_preferences,notification_queue,notification_templates,notification_delivery_log,notification_subscriptions,notification_digests	identity,tenancy
ksa-regulatory	ksa-regulatory Module/module.manifest.json	product-shahin-ai	shahin-ai	ksa_regulatory_readiness_snapshots	identity,tenancy,workflow,permissions,audit
reporting	Reporting Module/module.manifest.json	product-shahin-ai	shahin-ai	report_definitions,report_schedules,report_snapshots,report_templates	identity,tenancy,permissions
analytics	modules/analytics/module.manifest.json	product-shahin-ai	shahin-ai	analytics_dashboards,analytics_datasets,analytics_metrics,analytics_queries,analytics_refresh_schedules,analytics_snapshots,analytics_widgets,analytics_cache	identity,tenancy
dashboard	modules/dashboard/module.manifest.json	product-shahin-ai	shahin-ai	dashboard_registry,dashboard_role_bindings,dashboard_overrides,dashboard_widget_registry,dashboard_publish_history,dashboards,dashboard_widgets,dashboard_zones	identity,tenancy
dashboard-editor	modules/dashboard/dashboard-editor/module.manifest.json	product-shahin-ai	shahin-ai	dashboard_layouts,dashboard_templates,dashboard_shares	identity,tenancy
integrations	modules/integrations/module.manifest.json	product-shahin-ai	shahin-ai	integration_connectors,integration_configs,integration_sync_log,integration_mappings,integration_webhooks,integration_api_keys,integration_oauth_tokens,integration_schedules	identity,tenancy
compliance	modules/compliance/module.manifest.json	product-shahin-ai	shahin-ai	frameworks,controls,compliance_mappings,compliance_assessments,compliance_gaps,compliance_requirements,control_objectives,control_testing,control_evidence_links	identity,tenancy,workflow,permissions,audit
workflow	modules/workflow/module.manifest.json	product-shahin-ai	shahin-ai	workflows,workflow_instances,workflow_steps,workflow_transitions,workflow_templates,workflow_template_library,workflow_chains,workflow_chain_links,workflow_events,workflow_event_log,workflow_sla_configs,workflow_escalations,workflow_approvals,workflow_compensation_log,workflow_ai_notes,workflow_ai_drafts,workflow_ai_budgets,workflow_kill_switches,workflow_boundaries,workflow_autonomy_levels	identity,tenancy
foundation	modules/foundation/module.manifest.json				^1.0.0,^1.0.0,^1.0.0,^1.0.0,^1.0.0
team	modules/foundation/team/module.manifest.json	product-shahin-ai	shahin-ai	teams,team_members,team_charters,team_skills,team_capacity,team_audit_log	identity,tenancy
audit	Audit Module/module.manifest.json	product-shahin-ai	shahin-ai	audit_trail,audit_audits,audit_engagements,findings,audit_observations,audit_risk_assessment,audit_findings,audit_schedules	identity,tenancy,workflow,permissions
operating-cockpit	operating-cockpit/module.manifest.json	product-shahin-ai	shahin-ai	operational_alerts,operational_sla_tracking	identity,tenancy
playbooks	playbooks/module.manifest.json	product-shahin-ai	shahin-ai	playbook_templates,playbook_steps,playbook_executions,playbook_execution_logs	identity,tenancy,workflow
portals	portals/module.manifest.json	product-shahin-ai	shahin-ai	portal_configs,portal_users,portal_sessions,portal_pages,portal_tokens,portal_invitations	identity,tenancy
records	records/module.manifest.json	product-shahin-ai	shahin-ai	records,record_versions,record_retention_policies,record_classifications,record_holds,record_disposals	identity,tenancy,workflow,permissions,audit
controls	Controls Module/module.manifest.json	product-shahin-ai	shahin-ai	controls,control_categories,control_objectives,control_owners,control_tests,control_test_templates,control_failures,control_issues,control_remediation_actions,control_effectiveness_scores,control_risk_links,control_obligation_mappings,control_policy_links,control_status_history,control_evidence_requirements,control_certification_campaigns,control_certification_requests,control_monitoring_rules,control_monitoring_alerts,control_automation_state,control_design_metadata,control_activity_log	identity,tenancy,workflow,permissions,audit
issues	Isues Module/module.manifest.json	product-shahin-ai	shahin-ai	issues,issue_comments,issue_links,issue_history,issue_tags,issue_watchers,issue_attachments	identity,tenancy,workflow,permissions,audit
mobile	Mobile Module/module.manifest.json	product-shahin-ai	shahin-ai	mobile_devices,mobile_push_tokens,mobile_sync_queue	identity,tenancy
action	Action Module/module.manifest.json	product-shahin-ai	shahin-ai	action_items,action_assignments,action_audit_log,action_categories,action_comments,action_dependencies,action_evidence_links,action_history,action_notifications,action_priorities,action_recurrence_rules,action_status_transitions,action_templates,action_time_tracking	identity,tenancy,workflow,permissions,audit
asset	Asset Module/module.manifest.json	product-shahin-ai	shahin-ai	asset_categories,asset_classification_history,asset_classifications,asset_compliance_links,asset_criticality_scores,asset_custody_history,asset_dependencies,asset_documents,asset_inventory,asset_lifecycle_events,asset_locations,asset_owners,asset_risk_links,asset_scanning_schedules,asset_tags,asset_types,asset_vulnerability_links	identity,tenancy,workflow,permissions,audit
attestation	Attestation Module/module.manifest.json	product-shahin-ai	shahin-ai	attestation_campaigns,attestation_records,attestation_evidence_links	identity,tenancy,workflow
ai-os	platform/ai/module.manifest.json				^1.0.0,^1.0.0,^1.0.0,^1.0.0,^1.0.0,^1.0.0,^1.0.0
dauth	platform/dauth/module.manifest.json				^1.0.0,^1.0.0,^1.0.0,^1.0.0
dos	platform/dos/module.manifest.json				^1.0.0,^1.0.0,^1.0.0,^1.0.0
dsoc	platform/dsoc/module.manifest.json				^1.0.0,^1.0.0,^1.0.0,^1.0.0
dnoc	platform/dnoc/module.manifest.json				^1.0.0,^1.0.0,^1.0.0,^1.0.0
dynamic-ui	platform/dynamic-ui/module.manifest.json				^1.0.0,^1.0.0,^1.0.0,^1.0.0
team	platform/foundation/team/module.manifest.json	product-shahin-ai	shahin-ai	teams,team_members,team_charters,team_skills,team_capacity,team_audit_log	identity,tenancy
foundation	platform/foundation/module.manifest.json				^1.0.0,^1.0.0,^1.0.0,^1.0.0,^1.0.0
admin	platform/admin/module.manifest.json				^1.0.0,^1.0.0,^1.0.0
exception	Exception Module/module.manifest.json	product-shahin-ai	shahin-ai	exceptions,exception_approvals,exception_renewals,exception_justifications,exception_compensating_controls,exception_risk_links,exception_status_history	identity,tenancy,workflow,permissions,audit
proactive-leadership	Proactive-leadership Module/module.manifest.json	product-shahin-ai	shahin-ai	proactive_leadership_configs,proactive_leadership_insights,proactive_leadership_alerts	identity,tenancy
widgets	Widgets Module/module.manifest.json	product-shahin-ai	shahin-ai	widgets_registry,widgets_bundles,widgets_render_log	identity,tenancy
benchmarks	Benchmarks Module/module.manifest.json	product-shahin-ai	shahin-ai	benchmarks_catalog,benchmark_control_mappings,benchmark_scores,benchmark_peer_data	identity,tenancy
executive	Executive Module/module.manifest.json	product-shahin-ai	shahin-ai	executive_briefs,executive_objectives,executive_risk_appetite	identity,tenancy
grc-query	GRC-query Module/module.manifest.json	product-shahin-ai	shahin-ai	grc_query_log,grc_saved_queries	identity,tenancy
